cod_agencia;cod_ugl;desc_agencia;direccion_agencia;x;y;es_ugl
10.000;1;UGL I - TUCUMAN;CORDOBA 987;-65,2109270000;-26,8255457755;1
10.001;1;AGENCIA CONCEPCION;9 DE JULIO 161 ;-65,5980772653;-27,3518761837;0
10.002;1;AGENCIA BANDA RIO SALI;SAN MARTIN 514 ;-65,1672200000;-26,8437600000;0
10.003;1;AGENCIA FAMAILLA;RIVADAVIA 289 ;-65,4021300000;-27,0552300000;0
10.004;1;AGENCIA MONTEROS;BELGRANO 244 ;-65,4964600000;-27,1628800000;0
10.005;1;AGENCIA AGUILARES;ALBERDI ESQ. PELLEGRINI 494 ;-65,6155300000;-27,4296800000;0
10.006;1;AGENCIA YERBA BUENA;AV. ACONQUIJA 1315 ;-65,2991800000;-26,8119900000;0
10.050;1;AGENCIA TAFI DEL VALLE;LOS PALENQUES SIN NRO. . ;-65,7001200000;-26,8458200000;0
10.052;1;AGENCIA JUAN B ALBERDI;LIDORO QUINTEROS 423 ;-65,6198100000;-27,5839900000;0
10.053;1;AGENCIA SIMOCA;AV.BELGRANO 554 ;-65,3548800000;-27,2623400000;0
10.054;1;AGENCIA TAFI VIEJO;AVD. LEANDRO ALEM 743 ;-65,2582048571;-26,7337507143;0
10.055;1;AGENCIA TACO RALO;FLORIDA 466 ;-65,1942100000;-27,8333500000;0
10.056;1;AGENCIA TRANCAS;25 DE MAYO 640 ;-65,2832200000;-26,2072000000;0
10.057;1;AGENCIA RANCHILLOS;AVD. SAN MARTIN 480 ;-65,0500000000;-26,9500000000;0
10.058;1;AGENCIA SANTA ROSA DE LEALES;BELGRANO 250 ;-65,2611200000;-27,1378300000;0
10.059;1;AGENCIA BURRUYACU;AV. LEGISLADOR MARIANO RAMOS 542 ;-65,1500000000;-26,7333330000;0
10.060;1;AGENCIA LULES;ZOILO DOMINGUEZ 21 ;-65,3382300000;-26,9249400000;0
10.061;1;AGENCIA LA COCHA;SAN MARTIN NORTE-B°HIPOTECARIO S/Nº ;-65,6166670000;-27,7666670000;0
10.062;1;AGENCIA AMAICHA DEL VALLE;SAN MARTIN S/Nº ;-65,9200600000;-26,5937700000;0
10.063;1;AGENCIA BELLA VISTA;MARCONI 353 ;-65,3071000000;-27,0327700000;0
20.000;2;UGL II - CORRIENTES;JUJUY 1140 ;-58,8370283900;-27,4640768200;1
20.001;2;AGENCIA GOYA;COLON  1587 ;-59,2662870000;-29,1517680000;0
20.002;2;AGENCIA PASO DE LOS LIBRES;BARTOLOME MITRE 1069 ;-57,0871530000;-29,7137930000;0
20.003;2;AGENCIA SANTO TOME;BARTOLOME MITRE 768 ;-56,0331340000;-28,5459260000;0
20.004;2;AGENCIA MONTE CASEROS;ESPAÑA  460 ;-57,6333330000;-30,2500000000;0
20.005;2;AGENCIA MERCEDES;J. A. FERREYRA Y DR. RIVAS S/N ;-58,0812000000;-29,1802480000;0
20.006;2;AGENCIA CURUZU CUATIA;CASTILLO 1086 ;-58,0498770000;-29,7914200000;0
20.007;2;AGENCIA BELLA VISTA;SALTA 1019 ;-59,0448690000;-28,5076550000;0
20.008;2;AGENCIA GOBERNADOR VIRASORO;LAVALLE Y MOCITO ACUÑA 2311 ;-56,6434980000;-29,1762580000;0
20.009;2;AGENCIA ESQUINA;25 de MAYO 640 ;-59,5321260000;-30,0174370000;0
20.010;2;AGENCIA ITUZAINGO;BELGRANO  1628 ;-56,6833330000;-27,5833330000;0
20.050;2;AGENCIA GRAL PAZ;ITATI 410 ;-57,6219250000;-27,7520250000;0
20.051;2;AGENCIA SALADAS;ALVEAR 1107 ;-58,6230160000;-28,2548900000;0
20.052;2;AGENCIA SAN COSME;ELENA OSUNA (Parroquia) S/Nº ;-58,5166670000;-27,3666670000;0
20.053;2;AGENCIA  SAUCE;GRAL PAZ, ESQ. B.MITRE S/N ;-58,7868190000;-30,0861030000;0
20.054;2;AGENCIA LA CRUZ;UNION 1021 ;-56,6333330000;-29,1666670000;0
20.055;2;AGENCIA  ALVEAR;CENTENARIO  480 ;-56,5534790000;-29,0986830000;0
20.056;2;AGENCIA ITATI;DESIDERIO SOSA 755 ;-58,2500000000;-27,2667000000;0
20.057;2;AGENCIA MBURUCUYA;BELGRANO  834 ;-58,2166670000;-28,0500000000;0
20.058;2;AGENCIA SANTA ROSA;ESPAÑA 77 ;-58,1333330000;-28,3000000000;0
20.059;2;MOCORETA;25 DE MAYO 245 ;-57,9743030000;-30,6186350000;0
30.000;3;UGL III - CORDOBA;AV. GRAL PAZ 374 ;-64,1842024100;-31,4115718400;1
30.001;3;AGENCIA LA CALERA;GENARI  ESQ. OLCESSE 510 ;-64,3383100000;-31,3447300000;0
30.004;3;AGENCIA VILLA DOLORES;JOSE MANUEL ESTRADA 138 ;-65,1922800000;-31,9428400000;0
30.005;3;AGENCIA DEAN FUNES;RAMON IRIBARNE 33 ;-64,3526800000;-30,4216600000;0
30.012;3;AGENCIA VILLA DE MARIA DE RIO;RIVADAVIA ESQ. URUGUAY . ;-63,7207500000;-29,9009300000;0
30.014;3;AGENCIA SANTA ROSA DEL RIO PRIMERO;CORRIENTES 346 ;-63,3983800000;-31,1473000000;0
30.015;3;AGENCIA VILLA DEL ROSARIO;CATAMARCA 635 ;-63,5339000000;-31,5572200000;0
30.022;3;AGENCIA JESUS MARIA;DR. ANIBAL VIALE 826 ;-64,0958500000;-30,9759500000;0
30.024;3;AGENCIA VILLA CARLOS PAZ;SARGENTO CABRAL Y SAN LORENZO 36 ;-64,4975800000;-31,4232500000;0
30.030;3;AGENCIA RIO CEBALLOS;LESTACHE ESQ. SERRANO S/Nº ;-64,3220400000;-31,1656600000;0
30.031;3;AGENCIA UNQUILLO;AVDA. SAN MARTIN Y RIO NEGRO 451 ;-64,3089800000;-31,2407000000;0
30.050;3;AGENCIA ALTA GRACIA;INTENDENTE MARTINES 141 ;-64,4306200000;-31,6539300000;0
30.060;3;AGENCIA MINA CLAVERO;25 DE MAYO 146 ;-65,0195900000;-31,7039300000;0
30.061;3;AGENCIA SAN JOSE DE LA DORMIDA;AV. SAN MARTIN 168 ;-63,9457200000;-30,3558400000;0
30.062;3;AGENCIA RIO SEGUNDO;LEANDRO N. ALEM 1951 ;-63,9125000000;-31,6513300000;0
30.090;3;BOCA DE ATENCION HOSPITAL DE CLINICAS;SANTA ROSA 1564 ;0,0000000000;0,0000000000;0
30.101;3;AGENCIA PANAMERICANO;ROBERTO J. PAIRO  4662 ;-64,1761900000;-31,3521000000;0
30.102;3;AGENCIA VILLA EL LIBERTADOR;LA FALDA 5434 ;-64,2121100000;-31,4776100000;0
30.103;3;AGENCIA MATIENZO;FUERZA AEREA ARGENTINA 4800 ;-64,2449000000;-31,4325600000;0
30.104;3;AGENCIA SAN VICENTE;AV. SAN JERONIMO 2933 ;-64,1464000000;-31,4232800000;0
30.200;3;AGENCIA BELL VILLE;SARMIENTO 17 ;-62,6911300000;-32,6299200000;0
30.217;3;AGENCIA MARCOS JUAREZ;HIPOLITO YRIGOYEN 942 ;-62,1042400000;-32,6938700000;0
30.218;3;AGENCIA CORRAL DE BUSTOS;SANTA FE,  PISO 3 319 ;-62,1852900000;-33,2826800000;0
30.229;3;AGENCIA LABORDE;VELEZ SARSFIED 79 ;-62,8550700000;-33,1535100000;0
30.231;3;AGENCIA CRUZ ALTA;BELGRANO 1269 ;-61,8109300000;-33,0082700000;0
30.232;3;AGENCIA JUSTINIANO POSSE;9 DE JULIO 913 ;-62,6803300000;-32,8823800000;0
30.254;3;AGENCIA NOETINGER;25 DE MAYO 350 ;-62,3108800000;-32,3622700000;0
30.300;3;AGENCIA SAN FRANCISCO;ITURRASPE,  PISO 14 2350 ;-62,0920500000;-31,4270700000;0
30.313;3;AGENCIA MORTEROS;BOULEVARD ILLIA 696 ;-62,0042300000;-30,7089700000;0
30.316;3;AGENCIA LAS VARILLAS;9 DE JULIO 72 ;-62,7199200000;-31,8696500000;0
30.327;3;AGENCIA ARROYITO;VELEZ SARFIELD 943 ;-63,0506700000;-31,4143400000;0
30.328;3;AGENCIA BALNEARIA;BV. BELGRANO 47 ;-62,6655900000;-31,0119300000;0
30.357;3;AGENCIA PORTEÑA;RIVADAVIA 692 ;-62,0620800000;-31,0132200000;0
30.358;3;AGENCIA SATURNINO M. LASPIUR;9 DE JULIO 201 ;0,0000000000;0,0000000000;0
30.400;3;AGENCIA VILLA MARIA;LISANDRO DE LA TORRE 345 ;-63,2469600000;-32,4034300000;0
30.419;3;AGENCIA LA CARLOTA;LEANDRO N. ALEM 197 ;-63,2933700000;-33,4186200000;0
30.433;3;AGENCIA GRAL. CABRERA;12 DE OCTUBRE 335 ;-63,8701800000;-32,8125300000;0
30.452;3;AGENCIA OLIVA;COLON 170 ;-63,5705900000;-32,0388800000;0
30.455;3;AGENCIA UCACHA;MISIONES 159 ;-63,5071600000;-33,0323800000;0
30.500;3;AGENCIA COSQUIN;PTE. PERON 778 ;-64,4625000000;-31,2416500000;0
30.523;3;AGENCIA CRUZ DEL EJE;HIPOLITO IRIGOYEN 160 ;-64,8100700000;-30,7203300000;0
30.525;3;AGENCIA LA FALDA;AV. ESPAÑA 263 ;-64,4835700000;-31,0865700000;0
30.553;3;AGENCIA CAPILLA DEL MONTE;RIVADAVIA 538 ;-64,5260200000;-30,8540900000;0
30.558;3;AGENCIA LA CUMBRE;LOPEZ Y PLANES 345 ;-64,4909600000;-30,9812900000;0
30.600;3;AGENCIA RIO TERCERO;MARTIN MAROTTO ESQ. URUGUAY 288 ;-64,1053800000;-32,1772100000;0
30.621;3;AGENCIA SANTA ROSA DE CALAMUCHITA;AV. JOSE MARIA GOMEZ 571 ;-64,5497200000;-32,0673400000;0
30.659;3;AGENCIA HERNANDO;SDO GIRAUDO y PIZARRO OLMOS S/Nº ;-63,7304500000;-32,4262000000;0
40.000;4;UGL IV - MENDOZA;CÓRDOBA 246 ;-68,8551670600;-32,9018968800;1
40.001;4;AGENCIA GUAYMALLEN;BRA. LOS ANDES 3909 ;-68,7909830000;-32,9018580000;0
40.002;4;AGENCIA SAN MARTIN;LEANDRO ALEM 593 ;-68,8276760000;-32,9032090000;0
40.003;4;AGENCIA TUNUYAN;HIPOLITO IRIGOYEN 888 ;-69,0199930000;-33,5743480000;0
40.004;4;AGENCIA LAS HERAS;SAN MARTIN 516 ;-68,7737390000;-32,8177770000;0
40.005;4;AGENCIA MAIPU;MITRE 278 ;-68,7856400000;-32,9817760000;0
40.006;4;AGENCIA LUJAN DE CUYO;ROQUE SAENZ PEÑA 529 ;-68,9031300000;-33,0324670000;0
40.007;4;AGENCIA 6TA. SECCION CAPITAL;PASO DE LOS ANDES 2955 ;-68,8547340000;-32,8683060000;0
40.050;4;AGENCIA LAVALLE;LAS HERAS 50 ;-68,4040280000;-32,7200000000;0
40.051;4;AGENCIA LA CONSULTA;9 DE JULIO 235 ;-69,1178730000;-33,7332630000;0
40.053;4;AGENCIA LA PAZ;CALIGNIANA 151 ;-67,5490110000;-33,4597300000;0
40.054;4;AGENCIA LAS CATITAS;FRANCISCO CIROT 85 ;-68,0475640000;-33,2981800000;0
40.055;4;AGENCIA RIVADAVIA;WENCESLAO NUÑEZ 732 ;-68,4666670000;-33,2000000000;0
40.056;4;AGENCIA USPALLATA;LAS HERAS Y LAS CALANDRIAS 246 ;-69,3454710000;-32,5899420000;0
40.057;4;AGENCIA TUPUNGATO;ALMIRANTE BROWN 290 ;-69,1466870000;-33,3674350000;0
40.062;4;AGENCIA JUNIN;LADISLAO SEGURA 123 ;-68,4850050000;-33,1450970000;0
40.100;4;AGENCIA - SAN RAFAEL;AV. RIVADAVIA 40 ;-68,3277120000;-34,6108000000;0
40.104;4;AGENCIA GENERAL ALVEAR;DIAG.PELLEGRINI 370 ;-67,6856540000;-34,9739360000;0
40.152;4;AGENCIA MALARGUE;RUFINO ORTEGA 778 ;-69,5807150000;-35,4720300000;0
40.158;4;AGENCIA VILLA ATUEL;9 DE JULIO Y SARMIENTO 555 ;-67,9234960000;-34,8310310000;0
40.159;4;AGENCIA BOWEN;COLON Y SAN MARTIN 555 ;-67,4970440000;-35,0017770000;0
40.160;4;AGENCIA MONTE COMAN;MENDOZA 147 ;-67,8797650000;-34,5925200000;0
50.000;5;UGL V - BAHIA BLANCA;SAN MARTÍN 261 ;-62,2612189000;-38,7196215700;1
50.001;5;AGENCIA SAAVEDRA;CECILIO LOPEZ 316 ;-62,3500000000;-37,7666670000;0
50.100;5;AGENCIA CORONEL ROSALES;HUMBERTO PRIMO 202 ;-62,0666670000;-38,8832000000;0
50.101;5;AGENCIA TRES ARROYOS;ISTILART 86 ;-60,2714180000;-38,3788280000;0
50.102;5;AGENCIA CORONEL PRINGLES;STEGMAN 557 ;-61,3666670000;-37,9666670000;0
50.103;5;AGENCIA CORONEL DORREGO;MACIEL  457 ;-61,2853570000;-38,7176620000;0
50.104;5;AGENCIA TORNQUIST;RAWSON 240 ;-62,2333330000;-38,1000000000;0
50.150;5;AGENCIA ORENSE;SAN MARTIN  243 ;-59,7739650000;-38,6853090000;0
50.200;5;AGENCIA CORONEL SUAREZ;MANUEL BELGRANO 1029;-61,9306522857;-37,4592557143;0
50.203;5;AGENCIA CARLOS PELLEGRINI;MARCONI  431 ;-63,1616950000;-36,2673900000;0
50.204;5;AGENCIA TRES LOMAS;SAN MARTIN  362 ;-62,8586340000;-36,4573260000;0
50.205;5;AGENCIA MONTE HERMOSO;TRAFUL BIS, GALERIA FENIZI LOCAL 268 S/N ;-61,2850460000;-38,9863670000;0
50.206;5;AGENCIA CARMEN DE PATAGONES;7 DE MARZO 150 ;-62,9636640000;-40,8008860000;0
50.207;5;AGENCIA MEDANOS;BARTOLOME MITRE 402 ;-62,7000000000;-38,8333330000;0
50.208;5;AGENCIA SALLIQUELO;STROEDER Y 27 DE OCTUBRE S/N ;-62,9601650000;-36,7501290000;0
50.209;5;AGENCIA GUAMINI;AV. M. FREIRE  105 ;-62,4170710000;-37,0117030000;0
50.210;5;AGENCIA CARHUE;LAPRIDA 960 ;-62,7500000000;-37,1833330000;0
50.211;5;AGENCIA PIGUE;MOSEÑOR DURBAN 701 ;-62,4000000000;-37,6833330000;0
50.212;5;AGENCIA PUAN;SAN MARTIN  498 ;-62,7672600000;-37,5439310000;0
50.250;5;AGENCIA HUANGUELEN;CALLE  12 558 ;-61,9325140000;-37,0624030000;0
50.251;5;AGENCIA PEDRO LURO;CALLE  NRO. 24 162 ;-62,7000000000;-39,5000000000;0
50.252;5;AGENCIA DARRAGUEIRA;RIVADAVIA 143 ;-63,1666670000;-37,7000000000;0
50.253;5;AGENCIA CASBAS;SAN MARTIN  936 ;-62,5028590000;-36,7563870000;0
50.255;5;AGENCIA STROEDER;7 DE MARZO 411 ;-62,6174430000;-40,1837910000;0
50.258;5;AGENCIA VILLA MITRE;CASEROS 1581 ;0,0000000000;0,0000000000;0
50.259;5;AGENCIA INGENIERO WHITE;SICHES 3937 ;-62,2667000000;-38,7833000000;0
50.260;5;AGENCIA GENERAL DANIEL CERRI;JOSE MARIA GUTIERREZ 379 ;-62,3833000000;-38,7333330000;0
60.000;6;UGL VI - CAPITAL FEDERAL;TUCUMAN 753 ;-58,3775370000;-34,6011890000;1
60.100;6;AGENCIA PAMI 1;JUAN BAUTISTA ALBERDI 5834 ;-58,5024580000;-34,6514970000;0
60.200;6;AGENCIA PAMI 2;AVDA. RIVADAVIA 8999 ;0,0000000000;0,0000000000;0
60.300;6;AGENCIA PAMI 3;AVDA. FRANCISCO BEIRO 3572 ;0,0000000000;0,0000000000;0
60.400;6;AGENCIA PAMI 4;VIDAL 2322 ;0,0000000000;0,0000000000;0
60.500;6;AGENCIA PAMI 5;ECUADOR 650 ;0,0000000000;0,0000000000;0
60.600;6;AGENCIA PAMI 6;AV. RIVADAVIA 7358 ;0,0000000000;0,0000000000;0
60.700;6;AGENCIA PAMI 7;AVDA CORRIENTES 5165 ;0,0000000000;0,0000000000;0
60.800;6;AGENCIA PAMI 8;AVDA BELGRANO 3880 ;0,0000000000;0,0000000000;0
60.801;6;BOCA DE ATENCION PARQUE PATRICIOS;AVENIDA CASEROS 3401 ;0,0000000000;0,0000000000;0
60.900;6;AGENCIA PAMI 9;PASEO COLON 975 ;0,0000000000;0,0000000000;0
61.000;6;AGENCIA PAMI 10;MORENO 1218 ;0,0000000000;0,0000000000;0
70.000;7;UGL VII - LA PLATA;AVDA 7 170;-57,9644030000;-34,9037695000;1
70.001;7;AGENCIA LOBOS;BARTOLOME MITRE 368 ;0,0000000000;0,0000000000;0
70.003;7;AGENCIA CHASCOMUS;BELGRANO 115 ;-58,0333330000;-35,5666670000;0
70.004;7;AGENCIA ALEJANDRO KORN;AV. PTE. PERON Y MITRE S/N ;-58,3793000000;-34,9925462449;0
70.005;7;AGENCIA MONTE;LEANDRO N ALEM 299;-58,8024130000;-35,4434840000;0
70.006;7;AGENCIA GENERAL BELGRANO;RIVADAVIA 66 ;-58,5000000000;-35,7666670000;0
70.007;7;AGENCIA CAÑUELAS;BASAVILBASO 486 ;-58,7583200000;-35,0574700000;0
70.008;7;AGENCIA RANCHOS;HIPOLITO YRIGOYEN 3247 ;-58,3159520000;-35,5158800000;0
70.009;7;AGENCIA CORONEL BRANSEN;ALBERTI 965 ;-58,2358023100;-35,1723166700;0
70.011;7;AGENCIA ENSENADA;FERELLA 593 ;-57,9111000000;-34,8642500000;0
70.012;7;AGENCIA BERISSO;CALLE 161 604 ;0,0000000000;0,0000000000;0
70.013;7;AGENCIA MAGDALENA;GOENAGA 882 ;0,0000000000;0,0000000000;0
70.014;7;AGENCIA GUERNICA;RUTA 210 ESQ 24 2409 ;0,0000000000;0,0000000000;0
70.051;7;AGENCIA CITY BELL;CNO CENTENARIO 76;-58,0390887143;-34,8679584898;0
70.052;7;AGENCIA LOS HORNOS;CALLE 66 2342 ;-57,9708660000;-34,9588750000;0
70.053;7;AGENCIA MELCHOR ROMERO;169 ENTRE 518 Y 519 1376 ;-58,0481350000;-34,9468630000;0
70.054;7;AGENCIA VILLA ELISA;419 (ARANA) 524 ;-58,0864830000;-34,8596230000;0
70.055;7;AGENCIA MANUEL J. COBO;PRESIDENTE PERON 365 ;-57,8976990000;-35,8763940000;0
70.056;7;AGENCIA PILA;MAXIMA PLANES DE CASCO 240 ;-58,1428310000;-36,0038750000;0
70.057;7;AGENCIA CASTELLI;AV 25 DE MAYO 308 ;-57,8166670000;-36,1000000000;0
70.058;7;AGENCIA VERONICA;CALLE 30 1606 ;-57,3352200000;-35,3900650000;0
70.059;7;AGENCIA VILLA ELVIRA;AVENIDA 122 2431 ;-57,9445410000;-34,9156680000;0
80.000;8;UGL VIII SAN MARTIN;AVDA DR RICARDO BALBIN 1954;-58,5404137551;-34,5820676939;1
80.001;8;AGENCIA CASEROS;JUAN B. ALBERDI 4645 ;-58,5612950000;-34,6034000000;0
80.002;8;AGENCIA VILLA BALLESTER;71 PROFESOR AGUER 4977;-58,5581790000;-34,5509100000;0
80.009;8;AGENCIA ESCOBAR;SPADACCINI 1078 ;-58,7963125918;-34,3518986327;0
80.100;8;AGENCIA SAN ISIDRO;9 DE JULIO 336 ;-58,5342000000;-34,4928716327;0
80.101;8;AGENCIA CAMPANA;MORENO 331 ;-58,9566740000;-34,1629190000;0
80.102;8;AGENCIA MUNRO;RIVADAVIA 2534 ;-58,5213410000;-34,5286740000;0
80.103;8;AGENCIA VICENTE LOPEZ;AV. MAIPU 2124 ;-58,4738160000;-34,5281200000;0
80.200;8;AGENCIA SAN MIGUEL;MUÑOZ 1563 ;-58,7250000000;-34,5489187245;0
80.201;8;AGENCIA MALVINAS ARGENTINAS;FRANCISCO SEGUI 1371 ;-58,7231317143;-34,4867951429;0
80.202;8;AGENCIA JOSE C. PAZ;PTE. PERON 3832 ;-58,7345230000;-34,5257930000;0
80.300;8;AGENCIA TIGRE;AVDA CAZON 966 ;-58,5837000000;-34,4290236939;0
80.301;8;AGENCIA SAN FERNANDO;AV. CONSTITUCION 1452 ;-58,5538280000;-34,4433890000;0
80.304;8;AGENCIA GRAL. PACHECO;CONSTITUYENTES 44 ;-58,6359680000;-34,4593490000;0
90.000;9;UGL IX ROSARIO;SAN LORENZO 926 ;-60,6354160000;-32,9450190000;1
90.001;9;AGENCIA ARROYO SECO;BELGRANO 434 ;-60,5127950000;-33,1596130000;0
90.010;9;BOCA DE ATENCION ROSARIO SUR;SAN MARTIN 4816 ;0,0000000000;0,0000000000;0
90.011;9;BOCA DE ATENCION ROSARIO NORTE;GENOVA 1722 ;0,0000000000;0,0000000000;0
90.100;9;AGENCIA CASILDA;BUENOS AIRES 2722 ;-61,4833330000;-33,1500000000;0
90.101;9;AGENCIA VENADO TUERTO;LISANDRO DE LA TORRE 841 ;-61,9736440000;-33,7484290000;0
90.102;9;AGENCIA RUFINO;BERNABÉ FERREYRA 151 ;-62,7097180000;-34,2648780000;0
90.103;9;AGENCIA SAN LORENZO;BOULEVAR URQUIZA 556 ;-60,7333480000;-32,7473090000;0
90.104;9;AGENCIA VILLA CONSTITUCION;LISANDRO DE LA TORRE 444 ;-60,3309950000;-33,2274160000;0
90.105;9;AGENCIA  CAÑADA DE GOMEZ;ESPAÑA 164 ;-61,3931290000;-32,8195770000;0
90.106;9;AGENCIA CHAÑAR LADEADO;9 DE JULIO 224 ;-62,0373990000;-33,3217430000;0
90.107;9;AGENCIA LAS ROSAS;ITALIA 116 ;-61,5833330000;-32,4833330000;0
90.108;9;AGENCIA FIRMAT;AVELLANEDA Y FRENCH S/N ;-61,4500000000;-33,3500000000;0
90.150;9;AGENCIA ALCORTA;ESPAÑA 838 ;-61,1208990000;-33,5398570000;0
90.151;9;AGENCIA TOTORAS;CARLOS PELLEGRINI 845 ;-61,1677620000;-32,5851870000;0
90.152;9;AGENCIA SAN GREGORIO;SAN MARTIN  797 ;-62,0386110000;-34,3252780000;0
90.153;9;AGENCIA WHEELWRIGHT;GRAL. LOPEZ 434 ;-61,2117510000;-33,7919880000;0
90.154;9;AGENCIA VILLA CAÑAS;CALLE 53 315 ;-61,6033670000;-34,0057830000;0
90.155;9;AGENCIA CARCARAÑA;BELGRANO 1418 ;-61,1500000000;-32,8667000000;0
90.156;9;AGENCIA VILLA GOBERNADOR GALVEZ;LIBERTAD 697 ;-60,6333000000;-33,0333000000;0
90.157;9;AGENCIA FUNES;SANTA FE 1750 ;0,0000000000;0,0000000000;0
90.158;9;AGENCIA GRANADERO BAIGORRIA;BELGRANO 96 ;0,0000000000;0,0000000000;0
90.159;9;AGENCIA PEREZ;AV. BELGRANO 1897 ;-60,8000000000;-33,1333330000;0
100.000;10;UGL X - LANUS;HIPOLITO YRIGOYEN 6247 ;-58,3954850000;-34,7285958300;1
100.002;10;AGENCIA VALENTIN ALSINA;PTE. PERON 3872 ;-58,4122500000;-34,6689400000;0
100.003;10;AGENCIA LANUS CENTRO;ARTURO ILLIA 1173 ;-58,3864600000;-34,7051900000;0
100.004;10;AGENCIA MONTE CHINGOLO;CENTENARIO URUGUAYO 1380 ;-58,3610300000;-34,7208700000;0
100.100;10;AGENCIA LOMAS DE ZAMORA;AV. ALSINA 1923 ;-58,3960500000;-34,7591600000;0
100.101;10;AGENCIA MONTE GRANDE;MAXIMO PAZ 11 ;-58,4702300000;-34,8139600000;0
100.102;10;AGENCIA ADROGUE;CANALE 96 ;-58,3655600000;-34,7814200000;0
100.103;10;AGENCIA VILLA FIORITO;EL PLUMERILLO 2028 ;-58,4399300000;-34,7078600000;0
100.104;10;AGENCIA EZEIZA;CONQUISTA DEL DESIERTO 376 ;-58,5235300000;-34,8551600000;0
100.200;10;AGENCIA AVELLANEDA;BEREGUESTEIN 36 ;-58,3537600000;-34,6698200000;0
100.201;10;AGENCIA PIÑEYRO;VILLEGAS 15 ;-58,3786300000;-34,6665200000;0
100.202;10;AGENCIA GLEW;SARMIENTO 195 ;-58,3868900000;-34,8907200000;0
100.304;10;AGENCIA BANFIELD;AVENIDA HIPÓLITO YRIGOYEN 6922;-58,3974640000;-34,7355930000;0
100.305;10;AGENCIA WILDE;AVENIDA FABIÁN ONZARI 184 ;0,0000000000;0,0000000000;0
110.000;11;UGL XI MAR DEL PLATA;BALCARCE 3296;-57,5494536531;-37,9914120816;1
110.002;11;AGENCIA BALCARCE;CALLE 15 401 ;-58,2580080000;-37,8425000000;0
